nearend_speaker,nearend_wav_path,nearend_wav_path_noisy,farend_speaker,farend_wav_path,farend_wav_path_noisy,ser,is_farend_nonlinear,is_farend_noisy,is_nearend_noisy,split,fileid
reader_11880,clean_fileid_1665.wav,book_07459_chp_0011_reader_11880_22_UV7szpb0SkA-MDkidyVNRCc-door_Freesound_validated_108844_1_snr29_fileid_1665.wav,reader_02785,clean_fileid_2273.wav,book_05270_chp_0008_reader_02785_4_I_iZa40Ilrw-j8wE_NKCCws-L__-fmTiQuw_snr18_fileid_2273.wav,-9,1,0,1,test,10
reader_02655,clean_fileid_5727.wav,book_02626_chp_0011_reader_02655_11_JWwP7lGzpRs-ac_NV-KVbyo-2f6nEIln-_w_snr10_fileid_5727.wav,reader_11091,clean_fileid_7534.wav,book_07772_chp_0018_reader_11091_24_HaENzvosyFI-door_Freesound_validated_362807_5-t0Q4HJWRQGo-5TrhGTyDfM4_snr15_fileid_7534.wav,-5,1,0,1,test,11
reader_08604,clean_fileid_8636.wav,book_08329_chp_0005_reader_08604_31_HYlWjWcGmNM-MghlH2Ovas0-Sx5iQRzvq7s_snr7_fileid_8636.wav,reader_05715,clean_fileid_9385.wav,book_00171_chp_0010_reader_05715_32_fan_Freesound_validated_246168_0-w4DblvdbPP8-SrtkqqQKVUE_snr6_fileid_9385.wav,-10,1,1,0,test,12
reader_11880,clean_fileid_7448.wav,book_07459_chp_0011_reader_11880_38_xGKmaqoJJk8-TivYzyJK2-I-KCrwqZAmJiI_snr9_fileid_7448.wav,reader_11416,clean_fileid_6163.wav,book_00396_chp_0024_reader_11416_33_fdUYJdR5ElE-0J-OtCZWIRw-DUf0fjWKkbQ_snr27_fileid_6163.wav,9,1,0,1,test,13
reader_09962,clean_fileid_6694.wav,book_03576_chp_0016_reader_09962_21_ddeSMfFLYTI-KpvVVjB9Yg8-s5IbJPFue7g_snr22_fileid_6694.wav,reader_01033,clean_fileid_2093.wav,book_08134_chp_0021_reader_01033_18_f4r-NtpJYQ8-0tMW8Q0YClg-Zy6m0gNSfNY_snr31_fileid_2093.wav,0,1,0,1,test,14
reader_11901,clean_fileid_1969.wav,book_01465_chp_0013_reader_11901_28_breath_spit_Freesound_validated_361140_3-IiS0ZtEYgPY-ZO9R7tBMg9Q_snr5_fileid_1969.wav,reader_01301,clean_fileid_9985.wav,book_06321_chp_0003_reader_01301_27_T1io9bwgryk-AoG0OMBtaSI-58uM2XWeS1s_snr28_fileid_9985.wav,-4,1,0,1,test,15
reader_01297,clean_fileid_5093.wav,book_03549_chp_0001_reader_01297_2_rfM-Fpc8ofM-Gq6r9q0i8Js-g5Lg3mT0Brc_snr28_fileid_5093.wav,reader_05633,clean_fileid_11646.wav,book_06772_chp_0015_reader_05633_41_WYz6buLFAiQ-door_Freesound_validated_402442_4-cosEj22yneg_snr5_fileid_11646.wav,-9,1,1,1,test,16
reader_08712,clean_fileid_9387.wav,book_10545_chp_0004_reader_08712_11_7pWslmPihYA-yhor-1g9C1s-JspvqnfPWAA_snr26_fileid_9387.wav,reader_10921,clean_fileid_9487.wav,book_09391_chp_0005_reader_10921_4_HSdCvZObsYc-squeak_squeakyChair_Freesound_validated_442424_0-50DyQj7BlrA_snr34_fileid_9487.wav,4,1,0,1,test,17
reader_01632,clean_fileid_826.wav,book_07941_chp_0005_reader_01632_14_cVz_AzdOCeE-yOQDAtDelIA-ba5wOFxEE_4_snr21_fileid_826.wav,reader_11287,clean_fileid_9796.wav,book_06035_chp_0012_reader_11287_14_squeak_squeakyChair_Freesound_validated_429669_3-evvdF_F8-DA--Ne51BFpF9M_snr5_fileid_9796.wav,-10,1,0,0,test,18
reader_08118,clean_fileid_1053.wav,book_04967_chp_0023_reader_08118_24_SqyE29FGRGo-cwN6evoSKvk-3mx8ZYxR_tQ_snr15_fileid_1053.wav,reader_01384,clean_fileid_1697.wav,book_10401_chp_0002_reader_01384_6_QUKlTXvs6zI--yrDby1E-6w-typing_Freesound_validated_196397_6_snr7_fileid_1697.wav,3,1,1,1,test,19
reader_08604,clean_fileid_2433.wav,book_08329_chp_0005_reader_08604_23_8i9zVnXE8TA-MSgqjTfCf2I-YMzNQ4JabT8_snr2_fileid_2433.wav,reader_11071,clean_fileid_7646.wav,book_05158_chp_0015_reader_11071_19_3RcRORTOhcg-zm-1vgWuexY-door_Freesound_validated_439735_1-29ewZ0tSpAw_snr30_fileid_7646.wav,-4,1,1,1,test,20
reader_05715,clean_fileid_8261.wav,book_00171_chp_0010_reader_05715_38_GrmSgr1zV90-A04f3qmQY_Y-ljHG8rMHSHc_snr32_fileid_8261.wav,reader_11880,clean_fileid_1905.wav,book_07459_chp_0011_reader_11880_10_AO6SyufJ1y8-kovXr8e3NO8-0sn7OCnOX6k_snr21_fileid_1905.wav,3,1,0,0,test,21
reader_10157,clean_fileid_11033.wav,book_01341_chp_0004_reader_10157_2_OwLxYOVjg8s-Q2MK1xojzc4-A4uhOYFIovc-door_Freesound_validated_264889_9_snr39_fileid_11033.wav,reader_08450,clean_fileid_11115.wav,book_08695_chp_0019_reader_08450_16_DI6l3A2h76M-mkU10dmFj7I-pN8GGLG1za8_snr21_fileid_11115.wav,-8,1,1,0,test,22
reader_05543,clean_fileid_3451.wav,book_07791_chp_0004_reader_05543_38_LyJSpkeLK5k-Dypqlx3qi8U-bJD1CjYiRc4_snr24_fileid_3451.wav,reader_03269,clean_fileid_10.wav,book_03282_chp_0023_reader_03269_32_Hics13errA4-TiTr9ApmLWY-je5WnJ2YmJs_snr8_fileid_10.wav,5,0,1,1,test,23
reader_05975,clean_fileid_1542.wav,book_04980_chp_0021_reader_05975_28_8j7q3t8ie10-LdFkSwkbhUI--Z0eqhvwZfw_snr5_fileid_1542.wav,reader_01033,clean_fileid_6768.wav,book_08134_chp_0021_reader_01033_17_door_Freesound_validated_134969_0-ErfBnXJE9AI-_WgfW5bKiek_snr6_fileid_6768.wav,6,1,1,0,test,24
reader_08177,clean_fileid_2370.wav,book_06648_chp_0008_reader_08177_21_4CU8gYYkwSw-YQSYAXHgZ24-VjR3Wx4DIT0_snr22_fileid_2370.wav,reader_05997,clean_fileid_3693.wav,book_10640_chp_0001_reader_05997_18_fUdtv4Soz-w-DRuZmyO-VE4-Es2MO2MCisI_snr13_fileid_3693.wav,5,0,0,0,test,25
reader_02245,clean_fileid_180.wav,book_05060_chp_0014_reader_02245_11_door_Freesound_validated_337107_0-door_Freesound_validated_204489_13-IxF_fiMCG5U_snr39_fileid_180.wav,reader_10013,clean_fileid_9644.wav,book_07277_chp_0035_reader_10013_8_aUKRu8yMWj0-h9eBKGcx774-lFLRLtYmdl8-UrM_kZt6ImA_snr31_fileid_9644.wav,-9,0,1,1,test,26
reader_02962,clean_fileid_11087.wav,book_04316_chp_0031_reader_02962_0_typing_Freesound_validated_399603_22-fan_Freesound_validated_437340_6-Uea-0KCwzOo_snr24_fileid_11087.wav,reader_11416,clean_fileid_9081.wav,book_00396_chp_0024_reader_11416_31_typing_Freesound_validated_416242_0-bI31AocK0RM-1ehN91njvuk_snr8_fileid_9081.wav,-9,1,1,1,test,27
reader_07385,clean_fileid_4014.wav,book_02377_chp_0020_reader_07385_31_c8Z-nn1jhAw-KLr3teE7RSk-0F-oFbTtvRk_snr19_fileid_4014.wav,reader_11053,clean_fileid_11930.wav,book_02396_chp_0002_reader_11053_23_door_Freesound_validated_432279_1-Sug_y0jxcYo-3CkSpuZzYqE_snr31_fileid_11930.wav,5,1,1,0,test,28
reader_08476,clean_fileid_5892.wav,book_00901_chp_0002_reader_08476_43_bpv_LneHmfU-W0lB2rO7rv4-EHj1VEogUxE_snr33_fileid_5892.wav,reader_02245,clean_fileid_4346.wav,book_05060_chp_0014_reader_02245_4_fan_Freesound_validated_446319_38-door_Freesound_validated_407310_4-gyw7HmrJqAk_snr3_fileid_4346.wav,-1,1,0,0,test,29
reader_08712,clean_fileid_673.wav,book_10545_chp_0004_reader_08712_24_9rKhRddrO6Y-CDLWXCRJlKM-GV6E04uVZbk_snr24_fileid_673.wav,reader_11880,clean_fileid_6139.wav,book_07459_chp_0011_reader_11880_19_uuZva9eeQJE-3rz0yKQ_5aQ-FPdadNRO9Xg_snr7_fileid_6139.wav,-2,1,1,0,test,30
reader_07872,clean_fileid_6460.wav,book_09283_chp_0057_reader_07872_1_WjSEjjI9YkE-akBrP0wGDaA-Cy0KMgut5DE_snr0_fileid_6460.wav,reader_04921,clean_fileid_6713.wav,book_02044_chp_0000_reader_04921_1_4zqXdR537lw-V_uyFZEmOBQ-m6N2SnOOZPU_snr3_fileid_6713.wav,3,1,0,1,test,31
reader_00189,clean_fileid_3541.wav,book_04106_chp_0055_reader_00189_28_NDGRLh5A6Gk-IDiTQosGACM-X-FeJGWFHoU_snr19_fileid_3541.wav,reader_03510,clean_fileid_3549.wav,book_06945_chp_0008_reader_03510_33_IqmAqjP0V-c-O5T0ScPgh0w-o8VqItoh1tk_snr35_fileid_3549.wav,5,1,1,0,test,32
reader_08476,clean_fileid_3056.wav,book_00901_chp_0002_reader_08476_3_oIOuI9AC7o0-door_Freesound_validated_134018_0-lVllCwruHtU_snr16_fileid_3056.wav,reader_11411,clean_fileid_10966.wav,book_08240_chp_0036_reader_11411_21_e7UjJ-zwx1c-Dw3s9pa0DKU-Ez984TPczOU_snr11_fileid_10966.wav,8,1,0,0,test,33
reader_07834,clean_fileid_7002.wav,book_09928_chp_0011_reader_07834_24_bQT6uFndAlU-fan_Freesound_validated_185875_2-door_Freesound_validated_164524_0_snr10_fileid_7002.wav,reader_08458,clean_fileid_7700.wav,book_10676_chp_0007_reader_08458_2_CJ15dPV0qSQ-Dvnces741lI-door_Freesound_validated_412740_0_snr39_fileid_7700.wav,7,1,0,1,test,34
reader_11329,clean_fileid_1468.wav,book_06051_chp_0008_reader_11329_7_door_Freesound_validated_450578_4-RikK_O9i6r8-Z4TbhQVUiug_snr32_fileid_1468.wav,reader_02019,clean_fileid_3769.wav,book_04988_chp_0025_reader_02019_32_door_Freesound_validated_432713_0-65hIkVr_4t4-VBvAp0QLeRs_snr8_fileid_3769.wav,6,1,0,0,test,35
reader_09073,clean_fileid_3399.wav,book_08580_chp_0003_reader_09073_39_l7o3rAQelTw-Uv31HdqXy5Y-gDPgVfeLBhQ_snr34_fileid_3399.wav,reader_09542,clean_fileid_3871.wav,book_00334_chp_0025_reader_09542_4_E4vHasZpSTQ-door_Freesound_validated_432268_0-NWHPg-CsgWU_snr3_fileid_3871.wav,7,1,0,1,test,36
reader_01671,clean_fileid_6468.wav,book_07161_chp_0015_reader_01671_26_rqcFjHB4lYs-2iR0t5e9Vwc-squeak_squeakyChair_Freesound_validated_452632_15_snr19_fileid_6468.wav,reader_06188,clean_fileid_10752.wav,book_00362_chp_0009_reader_06188_16_oseTyk5wVWU-xUE5L6vxdpw-x_4jmb0Lcjs_snr6_fileid_10752.wav,-5,1,1,1,test,37
reader_06785,clean_fileid_2841.wav,book_04247_chp_0038_reader_06785_8_typing_Freesound_validated_371367_0-enACDT3d8vo-po75YNwtUpU_snr25_fileid_2841.wav,reader_08436,clean_fileid_1754.wav,book_01274_chp_0002_reader_08436_39_8JtxmBxJo9o-T2YsM0WT5bc-43qAFPPt5OY_snr6_fileid_1754.wav,-2,1,0,1,test,38
reader_02846,clean_fileid_6194.wav,book_08665_chp_0001_reader_02846_5_A8aiV_MWcWc-joJRP_nTJ3Q-d_X4FObedhU_snr24_fileid_6194.wav,reader_09283,clean_fileid_848.wav,book_09490_chp_0018_reader_09283_13_fan_Freesound_validated_389583_1-gsidfV9SBCc-c4oe44Fuq5c_snr5_fileid_848.wav,7,1,1,1,test,39
reader_00389,clean_fileid_8209.wav,book_07113_chp_0012_reader_00389_42_VAdhge9Kh3M-door_Freesound_validated_470527_17-H7OYpWSDCVc_snr18_fileid_8209.wav,reader_08866,clean_fileid_8168.wav,book_09122_chp_0016_reader_08866_19_gpGhu0uNeCs-door_Freesound_validated_132839_1-yyVYk2dYoGQ_snr0_fileid_8168.wav,-6,1,1,0,test,40
reader_08337,clean_fileid_4668.wav,book_01186_chp_0001_reader_08337_16__VaSzJJt62U-ASobi-xOXNA-door_Freesound_validated_208655_0_snr20_fileid_4668.wav,reader_11091,clean_fileid_11539.wav,book_07772_chp_0018_reader_11091_1_bKAmrP8id8Y-QoQThFwXHkI-0SA-aOKsd40_snr24_fileid_11539.wav,9,1,0,1,test,41
reader_00061,clean_fileid_7659.wav,book_02857_chp_0004_reader_00061_15_ceHQCmorbBE-door_Freesound_validated_232925_0-MzlPl2TQrNQ_snr37_fileid_7659.wav,reader_07834,clean_fileid_10032.wav,book_09928_chp_0011_reader_07834_30_2X9gaHvSwPM-G17Dcl8lIkM-fan_Freesound_validated_384335_0_snr6_fileid_10032.wav,3,1,0,1,test,42
reader_01419,clean_fileid_3774.wav,book_07884_chp_0010_reader_01419_2_VLlFL1X-zCI-1rn9cFC59Mg-o2rTZtQNCGk_snr30_fileid_3774.wav,reader_04921,clean_fileid_7987.wav,book_02044_chp_0000_reader_04921_8__svi6yvJ3P4-KXZFUFUzT-4-GObQzInWWVw_snr6_fileid_7987.wav,0,0,0,0,test,43
reader_02708,clean_fileid_3498.wav,book_03576_chp_0017_reader_02708_31_0iDIsbXMlGs-typing_Freesound_validated_237612_2-typing_Freesound_validated_450282_14_snr21_fileid_3498.wav,reader_04199,clean_fileid_6515.wav,book_11099_chp_0020_reader_04199_49_UrkD0LYFkYQ-AmoKXytalEw-M40jbAK_bCw_snr20_fileid_6515.wav,-5,1,0,1,test,44
reader_08317,clean_fileid_4874.wav,book_05021_chp_0020_reader_08317_13_hXsGzYaYMQc-e2nwx9fZU1k-duINjUpiOK0-EVl7nK_q6IE_snr8_fileid_4874.wav,reader_02245,clean_fileid_4346.wav,book_05060_chp_0014_reader_02245_4_fan_Freesound_validated_446319_38-door_Freesound_validated_407310_4-gyw7HmrJqAk_snr3_fileid_4346.wav,8,0,0,0,test,45
reader_01419,clean_fileid_5811.wav,book_07884_chp_0010_reader_01419_17_EMq6eNYwFEg-SVCwWGzYUto-hWOxk0a8M6M_snr33_fileid_5811.wav,reader_02023,clean_fileid_10692.wav,book_06510_chp_0002_reader_02023_12_YZb0wUMyXgc-fan_Freesound_validated_245835_0-door_Freesound_validated_186517_1_snr9_fileid_10692.wav,4,1,0,0,test,46
reader_06188,clean_fileid_8328.wav,book_00362_chp_0009_reader_06188_12_ylC_jBSU4Bs-typing_Freesound_validated_399603_67-617LMnMm9FA_snr16_fileid_8328.wav,reader_02456,clean_fileid_6392.wav,book_04596_chp_0005_reader_02456_7_5uKjF_huVp8-VJW2Wm6ua4w--nbyQ5k5aFQ_snr5_fileid_6392.wav,-3,1,1,1,test,47
reader_00584,clean_fileid_4838.wav,book_10132_chp_0032_reader_00584_18_7J3kchZ5UAg-LYWpeBgdt44-fS1fxVwB9eE_snr13_fileid_4838.wav,reader_06785,clean_fileid_4043.wav,book_04247_chp_0038_reader_06785_1_8SIh2BgZ0us-typing_Freesound_validated_352958_0-MI2pR7o3LsM_snr2_fileid_4043.wav,4,0,0,1,test,48
reader_03532,clean_fileid_8867.wav,book_09314_chp_0017_reader_03532_18_or6OwYyqrwk-POAREtknRVM-AHlCh46HNYc_snr0_fileid_8867.wav,reader_02846,clean_fileid_3271.wav,book_08665_chp_0001_reader_02846_4_8kffb_v6MG0-gXiJRrj7KVw-p9pk8qufvyc_snr30_fileid_3271.wav,1,1,1,1,test,49
reader_07963,clean_fileid_8780.wav,book_04329_chp_0002_reader_07963_5_YuTi34fJ7ko-door_Freesound_validated_201835_0-maJqc0n3UGo_snr4_fileid_8780.wav,reader_08604,clean_fileid_7004.wav,book_08329_chp_0005_reader_08604_33_KSjqqT5kpqg-Nh9tcu52BdE-1ZVbRLM2isw_snr34_fileid_7004.wav,6,1,1,1,test,50
reader_08421,clean_fileid_453.wav,book_04723_chp_0011_reader_08421_0_s-8ghBvFbyc-squeak_squeakyChair_Freesound_validated_170799_1-7yESlv5TapY_snr26_fileid_453.wav,reader_04609,clean_fileid_9960.wav,book_04182_chp_0008_reader_04609_35_svPUYDWYdA8-1UgCfEUzfqo-pF1ECykuZoA_snr13_fileid_9960.wav,-1,1,1,0,test,51
reader_09073,clean_fileid_5594.wav,book_08580_chp_0003_reader_09073_124_door_Freesound_validated_169627_0-RWQjyozSi6c-FQ_DZnQz880_snr39_fileid_5594.wav,reader_11053,clean_fileid_8122.wav,book_02396_chp_0002_reader_11053_44_5E4cfDjp5tw-h8-v3p69fQE-YWVBUoG77Hs_snr1_fileid_8122.wav,-5,1,0,1,test,52
reader_03461,clean_fileid_7303.wav,book_10554_chp_0006_reader_03461_2_EZTCrfarRWo-vPtWf3AgURg-5VhwFdU3WMA_snr30_fileid_7303.wav,reader_07725,clean_fileid_4507.wav,book_07113_chp_0006_reader_07725_18_squeak_squeakyChair_Freesound_validated_423440_56-6K7dCJqfxz8-DuwVzaPFrt0_snr22_fileid_4507.wav,6,1,1,0,test,53
reader_05355,clean_fileid_5306.wav,book_06028_chp_0025_reader_05355_57_vkcK99z8CKE-typing_Freesound_validated_344139_7-YR-MOhl0bYc_snr4_fileid_5306.wav,reader_07385,clean_fileid_7859.wav,book_02377_chp_0020_reader_07385_33_IBuQU7RdvsI-NtGXfTiW2yc-door_Freesound_validated_201991_0_snr34_fileid_7859.wav,-5,1,0,0,test,54
reader_06967,clean_fileid_4773.wav,book_07962_chp_0016_reader_06967_31_h90uXtkqpAw-bMMPnGwnLMo-door_Freesound_validated_466564_6_snr19_fileid_4773.wav,reader_08604,clean_fileid_6336.wav,book_08329_chp_0005_reader_08604_30_OyK2EFfs_nM-lAk8fwKOaZo-eGJQ-OsfyEM_snr7_fileid_6336.wav,6,1,0,1,test,55
reader_01639,clean_fileid_7876.wav,book_07548_chp_0007_reader_01639_32_5gUfb-a7Ra0-Jh6czi28vC8-EDwxqADK_nI_snr5_fileid_7876.wav,reader_11203,clean_fileid_11232.wav,book_00130_chp_0007_reader_11203_13_door_Freesound_validated_465346_1-Dau-fBQfGK8-WPKO75f5Lno_snr7_fileid_11232.wav,-6,1,1,1,test,56
reader_02023,clean_fileid_10685.wav,book_06510_chp_0002_reader_02023_4_G8NuOLfZ5s8-fan_Freesound_validated_184565_0-cBUcW0sPg5k_snr32_fileid_10685.wav,reader_08476,clean_fileid_2410.wav,book_00901_chp_0002_reader_08476_56_br9ApnAc0ss-cfFOAKjHdCk-E3WjOBa0Kyo_snr8_fileid_2410.wav,0,1,1,1,test,57
reader_06579,clean_fileid_4893.wav,book_01994_chp_0047_reader_06579_28_M5rYfOyxWx0-door_Freesound_validated_208655_4-6G41RMHSZ9A_snr14_fileid_4893.wav,reader_05715,clean_fileid_755.wav,book_00171_chp_0010_reader_05715_17_BndvWLg8hkM-0nozB0XdkNA-2nS9YWFNjRg_snr39_fileid_755.wav,-9,1,1,1,test,58
reader_08476,clean_fileid_11609.wav,book_00901_chp_0002_reader_08476_5_Wboy4NbkTuk-door_Freesound_validated_220850_2--Yep0TGjWmc_snr6_fileid_11609.wav,reader_08078,clean_fileid_6656.wav,book_00077_chp_0008_reader_08078_6_cZgpS8CoUQU-SFnAO3q8vqY-O8vzqExVXQU_snr14_fileid_6656.wav,9,0,0,1,test,59
reader_06415,clean_fileid_7947.wav,book_08880_chp_0002_reader_06415_0_TptFyjIAU0o-iDT693Zv_wE-4Acz-lwN5j4_snr37_fileid_7947.wav,reader_08475,clean_fileid_2624.wav,book_05250_chp_0043_reader_08475_12_door_Freesound_validated_320327_4-naY7Y9c-7p4-vPLYqV_6no8_snr37_fileid_2624.wav,6,1,0,0,test,60
reader_08458,clean_fileid_6865.wav,book_10676_chp_0007_reader_08458_19_Cyn1KY-wq1w-munching_Freesound_validated_137704__dansotak__potato-chips-eaten_2-3uwofF-EI70_snr21_fileid_6865.wav,reader_02500,clean_fileid_3187.wav,book_06136_chp_0006_reader_02500_35_pzaZPDjcghY-cQHSixWaTKk-typing_Freesound_validated_402605_0_snr30_fileid_3187.wav,-2,1,1,1,test,61
reader_05715,clean_fileid_9385.wav,book_00171_chp_0010_reader_05715_32_fan_Freesound_validated_246168_0-w4DblvdbPP8-SrtkqqQKVUE_snr6_fileid_9385.wav,reader_03783,clean_fileid_9084.wav,book_05872_chp_0020_reader_03783_13_Krhs0BaMMBc-uzA4AO0pw9U-otFaR1VjFp0_snr28_fileid_9084.wav,4,1,1,1,test,62
reader_08972,clean_fileid_11568.wav,book_04265_chp_0017_reader_08972_29_6kdOfhhoXc8-7Ai2229dKo4-NVG6edrUkZE_snr24_fileid_11568.wav,reader_01253,clean_fileid_6662.wav,book_02952_chp_0044_reader_01253_7_641HkOu77o8-NAkQzONChQE-CuWg85jD2yk_snr13_fileid_6662.wav,-2,0,1,0,test,63
reader_00584,clean_fileid_11597.wav,book_10132_chp_0032_reader_00584_17_6uGzPWpYqW8-Fx-Hj0qE6mA-breath_spit_Freesound_validated_352353_15_snr33_fileid_11597.wav,reader_11411,clean_fileid_1793.wav,book_08240_chp_0036_reader_11411_15_c868Wcl670I-fan_Freesound_validated_330266_1-oFpD7Ik6Qe0_snr35_fileid_1793.wav,-4,0,1,1,test,64
reader_10013,clean_fileid_9644.wav,book_07277_chp_0035_reader_10013_8_aUKRu8yMWj0-h9eBKGcx774-lFLRLtYmdl8-UrM_kZt6ImA_snr31_fileid_9644.wav,reader_06415,clean_fileid_7947.wav,book_08880_chp_0002_reader_06415_0_TptFyjIAU0o-iDT693Zv_wE-4Acz-lwN5j4_snr37_fileid_7947.wav,8,0,1,1,test,65
reader_07080,clean_fileid_3925.wav,book_07168_chp_0013_reader_07080_1_i_rQfvOrtrY-squeak_squeakyChair_Freesound_validated_448675_4-fan_Freesound_validated_79686_0_snr7_fileid_3925.wav,reader_02785,clean_fileid_2273.wav,book_05270_chp_0008_reader_02785_4_I_iZa40Ilrw-j8wE_NKCCws-L__-fmTiQuw_snr18_fileid_2273.wav,9,1,1,0,test,66
reader_06592,clean_fileid_10100.wav,book_05767_chp_0015_reader_06592_2__V85qVdQ3sY-PsgvPFOr-TM-ULNCRk6CmwM_snr29_fileid_10100.wav,reader_03277,clean_fileid_7465.wav,book_01117_chp_0004_reader_03277_12_e0MEUGeANeE-kW5tMOpUkJc-bSkazz-wGQc_snr22_fileid_7465.wav,-5,1,0,0,test,67
reader_10891,clean_fileid_2805.wav,book_01970_chp_0002_reader_10891_15_NU75ToG2r0Q-7BZU5bb3CbI-dkzn7MvVhBk_snr10_fileid_2805.wav,reader_07963,clean_fileid_8780.wav,book_04329_chp_0002_reader_07963_5_YuTi34fJ7ko-door_Freesound_validated_201835_0-maJqc0n3UGo_snr4_fileid_8780.wav,2,1,0,1,test,68
reader_01419,clean_fileid_5811.wav,book_07884_chp_0010_reader_01419_17_EMq6eNYwFEg-SVCwWGzYUto-hWOxk0a8M6M_snr33_fileid_5811.wav,reader_08694,clean_fileid_11384.wav,book_01989_chp_0006_reader_08694_25_65OesUDseSo-AfrcYQw5mXw-bnQ5GwUzIQw_snr31_fileid_11384.wav,-3,1,1,1,test,69
reader_05191,clean_fileid_1223.wav,book_00655_chp_0005_reader_05191_26_N3JntGGeqUA-BYQ9dV5WxeM-awxum7L3Wbw_snr5_fileid_1223.wav,reader_05124,clean_fileid_7949.wav,book_04204_chp_0004_reader_05124_4_-KO1hcs0VL0--i-LMNba-00-door_Freesound_validated_113122_0_snr0_fileid_7949.wav,1,1,0,1,test,70
reader_10520,clean_fileid_3640.wav,book_02045_chp_0008_reader_10520_62_CQdJi3qv2C4-h-XwL3DRmBY-pdYZcbZRvrs_snr30_fileid_3640.wav,reader_03684,clean_fileid_9661.wav,book_06542_chp_0005_reader_03684_2_DcuY70wjFJQ-Pfcr62--CXQ-TjW6TzoOIug_snr4_fileid_9661.wav,8,1,1,1,test,71
